name,type,unit,orig_group,cat,cat_name,subcategory,subcategory_secondary,lifecycle,activation,validation,validation_note,severity,recommendation,behavior_risk,consumer,ctor_transfer_target,guard_chain,code_transforms,src_default,set_value,runtime,effective_value,effective_formula,derived_variable,dynamic_range,observed_baseline_range,effect,dependencies,evidence
InpEnablePullbackCont,bool,bool,PULLBACK CONTINUATION ENGINE,4,Alpha Engines & Pattern Detection,Pullback/continuation engine,,Production,Active,Engineering-default,,P3,Keep,High,UltimateTrader::OnInit ctor+register (UltimateTrader.mq5:1453-1462),,"if(InpEnablePullbackCont && register_patterns){ new CPullbackContinuationEngine(...); RegisterEntryPlugin(...,true); ConfigureMultiCycle(...) } (:1453-1466)",,true,true,true,= runtime (true),static (init-effective = runtime scalar),—,—,—,Constructs/registers the live Pullback-Continuation engine (Fix 5 re-enabled).,register_patterns; all InpPBC* tuning inputs,registration mq5:1453-1462
InpPBCBlockChoppy,bool,bool,PULLBACK CONTINUATION ENGINE,4,Alpha Engines & Pattern Detection,Pullback/continuation engine,,Production,Active,Engineering-default,,P2,Rename,Medium,CPullbackContinuationEngine::CheckForEntrySignal (CPullbackContinuationEngine.mqh:736-737),,PBC on -> ctor arg14 -> m_block_choppy -> regime=m_context.GetCurrentRegime() (:736) -> if(m_block_choppy && (regime==REGIME_CHOPPY || regime==REGIME_RANGING)) return (:737),,true,true,true,= runtime (true),static (init-effective = runtime scalar),—,—,—,"Suppresses PBC in choppy AND ranging regimes; the name/label understate scope (blocks ranging too, with no separate control).",InpEnablePullbackCont; m_context.GetCurrentRegime(),reader mqh:736-737 (also ORs REGIME_RANGING - NEW issue)
InpPBCBlockSetupA,bool,bool,PULLBACK CONTINUATION ENGINE,4,Alpha Engines & Pattern Detection,Pullback/continuation engine,,Production,Active,Evidence-backed-adopted,,P1,Keep,High,CSignalOrchestrator::CheckForNewSignals plugin loop (CSignalOrchestrator.mqh:835-843),,"PBC signal ranked -> if(InpPBCBlockSetupA && quality==SETUP_A && signal.plugin_name==""PullbackContinuationEngine"") continue (:835-843)",,false,true,true,= runtime (TRUE via .set; ADOPTED) - src default false,static (init-effective = runtime scalar),—,—,—,"Drops only the SETUP_A tier for PBC (A+/B+/B pass); note the tier is assigned by the legacy comment-evaluator, not the engine's own scorer, so this is effectively a macro/trend-context filter.",plugin_name=='PullbackContinuationEngine'; tier from CSetupEvaluator not engine scorer (NEW nuance),canonical-production.set InpPBCBlockSetupA=true; honest-baseline 'PBC-A-block' (pbc-29628); quality-tier-calibration memory; src!=.set adopted arm
InpPBCCycleCooldownBars,int,bars,PULLBACK CONTINUATION ENGINE,4,Alpha Engines & Pattern Detection,Pullback/continuation engine,,Rejected-retained,No-op,Identity-default,,P3,Keep,None,"CPullbackContinuationEngine::UpdateCycleState (CPullbackContinuationEngine.mqh:666,677,683)",,behind UpdateCycleState guard if(!m_enable_multi_cycle) return (:621),,4,4,4,= runtime (4); inert while MultiCycle off,static (init-effective = runtime scalar),—,—,—,Re-arm cooldown bar count; inert on prod.,InpPBCEnableMultiCycle=false (parent),reader mqh:666 behind :621 guard
InpPBCEnableMultiCycle,bool,bool,PULLBACK CONTINUATION ENGINE,4,Alpha Engines & Pattern Detection,Pullback/continuation engine,,Rejected-retained,Gated-off,Rejected,,P3,Keep,Low,CPullbackContinuationEngine::UpdateCycleState guard (CPullbackContinuationEngine.mqh:621); rearm-entry gate (:801),,PBC on -> ConfigureMultiCycle (:281) -> m_enable_multi_cycle -> UpdateCycleState returns at if(!m_enable_multi_cycle) (:621); rearm gated at :801,,false,false,false,= runtime (false),static (init-effective = runtime scalar),—,—,—,Off disables the entire re-arm/multi-cycle subsystem (5 dependent inputs inert); tested off.,InpEnablePullbackCont; parents the 5 re-arm inputs,"guard mqh:621,801; firstpass [D] tested off"
InpPBCLookbackBars,int,bars,PULLBACK CONTINUATION ENGINE,4,Alpha Engines & Pattern Detection,Pullback/continuation engine,,Production,Active,Engineering-default,,P3,Keep,Medium,"CPullbackContinuationEngine::DetectPullback (CPullbackContinuationEngine.mqh:410,446,750)",,"PBC on -> ctor arg2 -> m_lookback_bars -> swing-extreme scan (:410 long, :446 short); bars_needed (:750)",,20,20,20,= runtime (20),static (init-effective = runtime scalar),—,—,—,How far back the swing extreme is searched for the pullback anchor (live).,InpEnablePullbackCont,"readers mqh:410,446,750"
InpPBCMaxCyclesPerTrend,int,bars,PULLBACK CONTINUATION ENGINE,4,Alpha Engines & Pattern Detection,Pullback/continuation engine,,Rejected-retained,No-op,Identity-default,,P3,Keep,None,CPullbackContinuationEngine::UpdateCycleState (CPullbackContinuationEngine.mqh:667),,behind UpdateCycleState guard (:621),,3,3,3,= runtime (3); inert while MultiCycle off,static (init-effective = runtime scalar),—,—,—,Cap on re-entries per trend; inert on prod.,InpPBCEnableMultiCycle=false (parent),reader mqh:667 behind :621 guard
InpPBCMaxPullbackATR,double,ATR-mult,PULLBACK CONTINUATION ENGINE,4,Alpha Engines & Pattern Detection,Pullback/continuation engine,,Production,Active,Engineering-default,,P3,Keep,Medium,CPullbackContinuationEngine::DetectPullback (CPullbackContinuationEngine.mqh:479),,PBC on -> ctor arg6 -> m_max_pullback_atr -> if(depthATR > m_max_pullback_atr) reject (:479),,1.8,1.8,1.800000,= runtime (1.8),"InpPBCMaxPullbackATR × ATR(14,H1)  (state-dependent)",SL/threshold distance (price),"ATR(14,H1) gold ~$3–$45 over 2019–2026",scales with live ATR,Maximum pullback depth in ATRs (live gate).,InpEnablePullbackCont,reader mqh:479
InpPBCMaxPullbackBars,int,bars,PULLBACK CONTINUATION ENGINE,4,Alpha Engines & Pattern Detection,Pullback/continuation engine,,Production,Active,Engineering-default,,P3,Keep,Medium,"CPullbackContinuationEngine::DetectPullback (CPullbackContinuationEngine.mqh:485,600,889)",,PBC on -> ctor arg4 -> m_max_pullback_bars -> reject too-long pullback (:485); also quality penalty (:600) and rearm struct window (:889),,10,10,10,= runtime (10),static (init-effective = runtime scalar),—,—,—,Rejects too-long pullbacks and caps the SL re-derive window (live).,InpEnablePullbackCont,"readers mqh:485,600,889"
InpPBCMinADX,double,count/level,PULLBACK CONTINUATION ENGINE,4,Alpha Engines & Pattern Detection,Pullback/continuation engine,,Production,Active,Engineering-default,,P3,Keep,Medium,"CPullbackContinuationEngine::IsTrendValid (CPullbackContinuationEngine.mqh:378,386)",,"PBC on -> ctor arg10 -> m_min_adx -> if(adx < m_min_adx) reject (:378 long, :386 short)",,18.0,18.0,18.000000,"= runtime (18.0); note ctor arg11 ideal_adx=20.0 is hardcoded (quality-bonus threshold, not tunable)",static (init-effective = runtime scalar),—,—,—,Minimum trend strength (ADX) to allow a PBC entry (live gate).,InpEnablePullbackCont; hardcoded ideal_adx=20 and 30 ceiling not exposed,"readers mqh:378,386"
InpPBCMinPullbackATR,double,ATR-mult,PULLBACK CONTINUATION ENGINE,4,Alpha Engines & Pattern Detection,Pullback/continuation engine,,Production,Active,Engineering-default,,P3,Keep,Medium,CPullbackContinuationEngine::DetectPullback (CPullbackContinuationEngine.mqh:477),,PBC on -> ctor arg5 -> m_min_pullback_atr -> if(depthATR < m_min_pullback_atr) reject (:477),,0.6,0.6,0.600000,= runtime (0.6),"InpPBCMinPullbackATR × ATR(14,H1)  (state-dependent)",SL/threshold distance (price),"ATR(14,H1) gold ~$3–$45 over 2019–2026",scales with live ATR,Minimum pullback depth in ATRs (live gate).,InpEnablePullbackCont,reader mqh:477
InpPBCMinPullbackBars,int,bars,PULLBACK CONTINUATION ENGINE,4,Alpha Engines & Pattern Detection,Pullback/continuation engine,,Production,Active,Engineering-default,,P3,Keep,Medium,CPullbackContinuationEngine::DetectPullback (CPullbackContinuationEngine.mqh:483),,PBC on -> ctor arg3 -> m_min_pullback_bars -> if(barsCount < m_min_pullback_bars) reject (:483),,2,2,2,= runtime (2),static (init-effective = runtime scalar),—,—,—,Rejects too-fast pullbacks (live gate).,InpEnablePullbackCont,reader mqh:483
InpPBCRearmMinBars,int,bars,PULLBACK CONTINUATION ENGINE,4,Alpha Engines & Pattern Detection,Pullback/continuation engine,,Rejected-retained,No-op,Identity-default,,P3,Keep,None,"CPullbackContinuationEngine::UpdateCycleState (CPullbackContinuationEngine.mqh:677,683)",,behind UpdateCycleState guard (:621),,2,2,2,= runtime (2); inert while MultiCycle off,static (init-effective = runtime scalar),—,—,—,Min bars before re-arm; inert on prod.,InpPBCEnableMultiCycle=false (parent),"reader mqh:677,683 behind :621 guard"
InpPBCRearmMinPullbackATR,double,ATR-mult,PULLBACK CONTINUATION ENGINE,4,Alpha Engines & Pattern Detection,Pullback/continuation engine,,Rejected-retained,No-op,Identity-default,,P3,Keep,None,"CPullbackContinuationEngine::UpdateCycleState (CPullbackContinuationEngine.mqh:677,683)",,behind UpdateCycleState guard (:621),,0.3,0.3,0.300000,= runtime (0.3); inert while MultiCycle off,static (init-effective = runtime scalar),—,—,—,Min re-pullback depth to re-arm; inert on prod.,InpPBCEnableMultiCycle=false (parent),"reader mqh:677,683 behind :621 guard"
InpPBCSignalBodyATR,double,ATR-mult,PULLBACK CONTINUATION ENGINE,4,Alpha Engines & Pattern Detection,Pullback/continuation engine,,Production,Active,Evidence-backed-adopted,,P3,Keep,High,"CPullbackContinuationEngine::IsContinuationTriggerValid (CPullbackContinuationEngine.mqh:558,569)",,"PBC on -> ctor arg7 -> m_signal_body_atr -> body >= atr*m_signal_body_atr (:558 long, :569 short)",,0.20,0.2,0.200000,= runtime (0.20); ctor default 0.35 overridden by input 0.20,"InpPBCSignalBodyATR × ATR(14,H1)  (state-dependent)",SL/threshold distance (price),"ATR(14,H1) gold ~$3–$45 over 2019–2026",scales with live ATR,"Reclaim-candle body-strength gate; 0.20 adopted over 0.35 (+$613). NOTE the rearm path uses a hardcoded 0.20 (:864/:872), not this input.",InpEnablePullbackCont,"readers mqh:558,569; firstpass [T] A/B 0.20 beats 0.35 (+$613)"
InpPBCStopBufferATR,double,ATR-mult,PULLBACK CONTINUATION ENGINE,4,Alpha Engines & Pattern Detection,Pullback/continuation engine,,Production,Active,Engineering-default,,P3,Keep,Medium,"CPullbackContinuationEngine::TryDirection (CPullbackContinuationEngine.mqh:1007,1012); TryRearmEntry (:898,906)",,PBC on -> ctor arg8 -> m_stop_buffer_atr -> SL = extreme +/- atr*m_stop_buffer_atr (:1007/1012),,0.20,0.2,0.200000,= runtime (0.20),"InpPBCStopBufferATR × ATR(14,H1)  (state-dependent)",SL/threshold distance (price),"ATR(14,H1) gold ~$3–$45 over 2019–2026",scales with live ATR,SL buffer beyond the pullback extreme in ATRs (live).,InpEnablePullbackCont; rearm sites additionally under multi-cycle (off),"readers mqh:1007,1012,898,906"
InpPBCTrendResetBars,int,bars,PULLBACK CONTINUATION ENGINE,4,Alpha Engines & Pattern Detection,Pullback/continuation engine,,Rejected-retained,No-op,Identity-default,,P3,Keep,None,CPullbackContinuationEngine::UpdateCycleState (CPullbackContinuationEngine.mqh:650),,behind UpdateCycleState guard (:621),,48,48,48,= runtime (48); inert while MultiCycle off,static (init-effective = runtime scalar),—,—,—,Inactivity bars that reset the cycle; inert on prod.,InpPBCEnableMultiCycle=false (parent),reader mqh:650 behind :621 guard
InpEnableFalseBreakout,bool,bool,PATTERN ENABLE/DISABLE,4,Alpha Engines & Pattern Detection,Reversal/failed-break engine,,Rejected-retained,Superseded,Identity-default,,P2,Deprecate,None,UltimateTrader::OnInit else-branch RegisterEntryPlugin (UltimateTrader.mq5:1321) - UNREACHED on prod,,"InpEnableS3S6=true -> IF branch runs -> RegisterEntryPlugin(g_fbfEntry, FALSE) (:1314); the else-branch reader (:1321) never executes",,true,true,true,= runtime (true) but ZERO effect - plugin force-registered disabled at :1314,static (init-effective = runtime scalar),—,—,—,SUPERSEDED by S3/S6: reads true yet the FalseBreakoutFade plugin is always registered disabled; config-dump row (mq5:710) misleadingly reports it enabled.,InpEnableS3S6=true (parent); replaced by CFailedBreakReversal,S3S6 branch mq5:1297/1314/1321; canonical-production.set InpEnableS3S6=true
InpEnableRangeBox,bool,bool,PATTERN ENABLE/DISABLE,4,Alpha Engines & Pattern Detection,Reversal/failed-break engine,,Rejected-retained,Superseded,Identity-default,,P2,Deprecate,None,UltimateTrader::OnInit else-branch RegisterEntryPlugin (UltimateTrader.mq5:1320) - UNREACHED on prod,,"InpEnableS3S6=true (Inputs:87) -> IF branch (:1297-1316) runs -> RegisterEntryPlugin(g_rangeBoxEntry, FALSE) (:1313); the else-branch reader (:1320) that honors InpEnableRangeBox never executes",,true,true,true,= runtime (true) but ZERO effect - plugin force-registered disabled at :1313,static (init-effective = runtime scalar),—,—,—,SUPERSEDED by S3/S6: reads true yet the RangeBox plugin is always registered disabled; the config-dump row (mq5:722) misleadingly reports it enabled.,"InpEnableS3S6=true (parent, out-of-category); replaced by CRangeEdgeFade",S3S6 branch mq5:1297/1313/1320; canonical-production.set InpEnableS3S6=true
InpAsianRangeEndHour,int,hours,NEW ENTRY PLUGINS,4,Alpha Engines & Pattern Detection,Session engine,,Deprecated,No-op,Identity-default,,P2,Deprecate,None,CSessionEngine ctor (mq5:1436) -> m_asian_end (CSessionEngine.mqh:97); read :424,CDisplacementEntry,feeds dead g_sessionBreakout + mode-off g_sessionEngine; Asian range consumed only inside disabled modes,,7,7,7,"= runtime (7); NOTE live composed CSessionBreakoutEntry uses hardcoded 8, diverging from this input",static (init-effective = runtime scalar),—,—,—,Asian-range end hour; inert on prod and diverges from the live composed instance's hardcoded 8.,all InpSession* modes false; live composed instance ignores it,"reader CSessionEngine.mqh:97,424; live composed default asian_end=8"
InpAsianRangeStartHour,int,hours,NEW ENTRY PLUGINS,4,Alpha Engines & Pattern Detection,Session engine,,Deprecated,No-op,Identity-default,,P2,Deprecate,None,"CSessionEngine ctor (mq5:1436) -> m_asian_start (CSessionEngine.mqh:96); read UpdateAsianRange (:417,632)",CDisplacementEntry,"feeds dead g_sessionBreakout ctor (mq5:1410) AND g_sessionEngine ctor (mq5:1436); Asian range computed each bar but consumed only inside mode-off branches (London-BO etc, all false)",,0,0,0,= runtime (0); routes only to dead standalone + mode-off Asian window,static (init-effective = runtime scalar),—,—,—,"Asian-range start hour; inert on prod (all session trade modes off, and the live clock uses m_gmt_offset not this hour).","all InpSession* modes false; live GMT clock uses InpBrokerGMTOffset, NOT this input","readers CSessionEngine.mqh:96,417; live fills use hardcoded ctor defaults (0-8)"
InpEnableSessionBreakout,bool,bool,NEW ENTRY PLUGINS,4,Alpha Engines & Pattern Detection,Session engine,,Deprecated,Superseded,Identity-default,,P2,Deprecate,None,UltimateTrader::OnInit RegisterEntryPlugin under !InpEnableSessionEngine (UltimateTrader.mq5:1413) - UNREACHED on prod,,"if(!InpEnableSessionEngine){ RegisterEntryPlugin(g_sessionBreakout, InpEnableSessionBreakout && register_patterns) } (:1412-1413); InpEnableSessionEngine=true skips this branch -> g_sessionBreakout NEVER registered",,true,true,true,= runtime (true) but standalone plugin DEAD,static (init-effective = runtime scalar),—,—,—,"Standalone session-breakout never registers; the live session-breakout fills come from a CSessionBreakoutEntry COMPOSED inside CExpansionEngine (mqh:384, default ctor).",InpEnableSessionEngine=true (parent) suppresses standalone; live fills via Expansion,registration mq5:1412-1413; composed instance CExpansionEngine.mqh:384; VERIFIED FINDING
InpEnableSessionEngine,bool,bool,SESSION ENGINE,4,Alpha Engines & Pattern Detection,Session engine,,Production,Active,Engineering-default,,P2,Keep,High,"UltimateTrader::OnInit ctor+register (UltimateTrader.mq5:1435,1441); clock consumed by CPinBarEntry.mqh:231,240; CSignalOrchestrator.mqh:493; CSignalValidator.mqh:394; mq5:411-412,2420,2851",,if(InpEnableSessionEngine && register_patterns){ new CSessionEngine; ConfigureModes; RegisterEntryPlugin } (:1433-1441); object then supplies GetGMTHour/GetGMTOffset to external gates,,true,true,true,= runtime (true); all 4 trade modes off but the GMT clock is load-bearing,static (init-effective = runtime scalar),—,—,—,"LOAD-BEARING CLOCK: even with all trade modes off, g_sessionEngine must exist because PinBar NY/Asia gates, orchestrator IsSessionAllowed and validator IsAsiaSession read its GMT; disabling it silently breaks those gates (fall back to hour=0/13, offset=0).",feeds CPinBarEntry/CSignalOrchestrator/CSignalValidator; also gates InpEnableSessionBreakout standalone path,"external clock consumers CPinBarEntry.mqh:231/240, CSignalOrchestrator.mqh:493, CSignalValidator.mqh:394; VERIFIED FINDING"
InpLondonCloseExtMult,double,ratio/%,SESSION ENGINE,4,Alpha Engines & Pattern Detection,Session engine,,Rejected-retained,No-op,Identity-default,,P3,Keep,None,CSessionEngine::CheckLondonCloseReversal (CSessionEngine.mqh:1165); ConfigureModes arg5 -> m_london_close_ext_mult (:305),,"session engine on -> ConfigureModes arg5 -> m_london_close_ext_mult -> read at :1165 inside CheckLondonCloseReversal, gated by m_enable_london_close (:470, off)",,1.5,1.5,1.500000,= runtime (1.5); inert while LondonClose mode off,static (init-effective = runtime scalar),—,—,—,Extension multiplier for the disabled London-close-reversal; no effect on prod.,InpSessionLondonClose=false (parent),reader mqh:1165 inside disabled mode
